IP,Date,Time,Accepted cookies,Device type,Browser language,Browser name,OS Name,Country,Region,RegionName,City,Zipcode,Lat,Lon
49.36.83.154,2026-02-24,04:52:10 UTC,["necessary"],desktop,id,,,India,GJ,Gujarat,Surat,395007,21.1981,72.8298
